movieId,title,genres,year,avg_rating,n_ratings,genreIDs_1,genreIDs_2,genreIDs_3,genreIDs_4,genreIDs_5,genreIDs_6,genreIDs_7,genreIDs_8,genreIDs_9,genreIDs_10
54,"Big Green, The",Children|Comedy,1995,2.33333333333333,3,3,4,,,,,,,,
55,"Georgia",Drama,1995,4,1,7,,,,,,,,,
57,"Home for the Holidays",Drama,1995,3.0625,8,7,,,,,,,,,
58,"Postman, The",Comedy|Drama|Romance,1994,4.02702702702703,37,4,6,7,,,,,,,
60,"Indian in the Cupboard, The",Adventure|Children|Fantasy,1995,3.23529411764706,34,1,3,5,,,,,,,
61,"Eye for an Eye",Drama|Thriller,1996,3.75,6,7,10,,,,,,,,
62,"Mr. Holland's Opus",Drama,1995,3.70625,80,7,,,,,,,,,
63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood",Comedy|Crime,1996,2.71428571428571,7,4,9,,,,,,,,
64,"Two if by Sea",Comedy|Romance,1996,2.2,5,4,6,,,,,,,,
65,"Bio-Dome",Comedy,1996,2.53225806451613,31,4,,,,,,,,,
66,"Lawnmower Man 2: Beyond Cyberspace",Action|Sci-Fi|Thriller,1996,2.5,9,8,10,13,,,,,,,
68,"French Twist",Comedy|Romance,1995,3.4,5,4,6,,,,,,,,
69,"Friday",Comedy,1995,3.775,20,4,,,,,,,,,
70,"From Dusk Till Dawn",Action|Comedy|Horror|Thriller,1996,3.50909090909091,55,4,8,10,11,,,,,,
71,"Fair Game",Action,1995,1.7,5,8,,,,,,,,,
72,"Kicking and Screaming",Comedy|Drama,1995,3.21428571428571,7,4,7,,,,,,,,
73,"Misérables, Les",Drama|War,1995,3.46153846153846,13,7,14,,,,,,,,
74,"Bed of Roses",Drama|Romance,1996,4,8,6,7,,,,,,,,
75,"Big Bully",Comedy|Drama,1996,2.2,5,4,7,,,,,,,,
76,"Screamers",Action|Sci-Fi|Thriller,1995,3.4,15,8,10,13,,,,,,,
77,"Nico Icon",Documentary,1995,4,1,16,,,,,,,,,
78,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995,3.33333333333333,3,7,8,9,10,,,,,,
79,"Juror, The",Drama|Thriller,1996,2.76470588235294,17,7,10,,,,,,,,
80,"White Balloon, The",Children|Drama,1995,4,2,3,7,,,,,,,,
81,"Things to Do in Denver When You're Dead",Crime|Drama|Romance,1995,3.10714285714286,14,6,7,9,,,,,,,
82,"Antonia's Line",Comedy|Drama,1995,3.875,8,4,7,,,,,,,,
83,"Once Upon a Time... When We Were Colored",Drama|Romance,1995,3,1,6,7,,,,,,,,
85,"Angels and Insects",Drama|Romance,1995,3.85714285714286,7,6,7,,,,,,,,
86,"White Squall",Action|Adventure|Drama,1996,3.96666666666667,15,1,7,8,,,,,,,
87,"Dunston Checks In",Children|Comedy,1996,2.5,7,3,4,,,,,,,,
88,"Black Sheep",Comedy,1996,3.15625,16,4,,,,,,,,,
89,"Nick of Time",Action|Thriller,1995,3.25,10,8,10,,,,,,,,
92,"Mary Reilly",Drama|Horror|Thriller,1996,2.625,8,7,10,11,,,,,,,
93,"Vampire in Brooklyn",Comedy|Horror|Romance,1995,2.83333333333333,9,4,6,11,,,,,,,
94,"Beautiful Girls",Comedy|Drama|Romance,1996,3.95,10,4,6,7,,,,,,,
95,"Broken Arrow",Action|Adventure|Thriller,1996,3.02380952380952,84,1,8,10,,,,,,,
96,"In the Bleak Midwinter",Comedy|Drama,1995,3.5,1,4,7,,,,,,,,
97,"Hate",Crime|Drama,1995,3.9,10,7,9,,,,,,,,
99,"Heidi Fleiss: Hollywood Madam",Documentary,1995,5,2,16,,,,,,,,,
100,"City Hall",Drama|Thriller,1996,2.78571428571429,14,7,10,,,,,,,,
101,"Bottle Rocket",Adventure|Comedy|Crime|Romance,1996,3.78260869565217,23,1,4,6,9,,,,,,
102,"Mr. Wrong",Comedy,1996,2.4,5,4,,,,,,,,,
103,"Unforgettable",Mystery|Sci-Fi|Thriller,1996,3,3,10,12,13,,,,,,,
104,"Happy Gilmore",Comedy,1996,3.43939393939394,99,4,,,,,,,,,
105,"Bridges of Madison County, The",Drama|Romance,1995,3.28260869565217,23,6,7,,,,,,,,
106,"Nobody Loves Me",Comedy|Drama,1994,4,1,4,7,,,,,,,,
107,"Muppet Treasure Island",Adventure|Children|Comedy|Musical,1996,3.32692307692308,26,1,3,4,15,,,,,,
108,"Catwalk",Documentary,1996,4,1,16,,,,,,,,,
110,"Braveheart",Action|Drama|War,1995,4.03164556962025,237,7,8,14,,,,,,,
111,"Taxi Driver",Crime|Drama|Thriller,1976,4.10576923076923,104,7,9,10,,,,,,,
112,"Rumble in the Bronx",Action|Adventure|Comedy|Crime,1995,3.54347826086957,46,1,4,8,9,,,,,,
113,"Before and After",Drama|Mystery,1996,3.33333333333333,3,7,12,,,,,,,,
116,"Anne Frank Remembered",Documentary,1995,3.9,5,16,,,,,,,,,
117,"Young Poisoner's Handbook, The",Crime|Drama,1995,3,1,7,9,,,,,,,,
118,"If Lucy Fell",Comedy|Romance,1996,2.5,2,4,6,,,,,,,,
119,"Steal Big, Steal Little",Comedy,1995,3,2,4,,,,,,,,,
121,"Boys of St. Vincent, The",Drama,1992,4,2,7,,,,,,,,,
122,"Boomerang",Comedy|Romance,1992,2.65625,16,4,6,,,,,,,,
123,"Chungking Express",Drama|Mystery|Romance,1994,4.375,4,6,7,12,,,,,,,
125,"Flirting With Disaster",Comedy,1996,3.58333333333333,12,4,,,,,,,,,
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994,2,7,1,3,5,,,,,,,
128,"Jupiter's Wife",Documentary,1994,3,1,16,,,,,,,,,
129,"Pie in the Sky",Comedy|Romance,1996,2,1,4,6,,,,,,,,
132,"Jade",Thriller,1995,2.83333333333333,6,10,,,,,,,,,
135,"Down Periscope",Comedy,1996,2.95161290322581,31,4,,,,,,,,,
137,"Man of the Year",Documentary,1995,3,1,16,,,,,,,,,
140,"Up Close and Personal",Drama|Romance,1996,3.5,16,6,7,,,,,,,,
141,"Birdcage, The",Comedy,1996,3.49418604651163,86,4,,,,,,,,,
144,"Brothers McMullen, The",Comedy,1995,3.33333333333333,12,4,,,,,,,,,
145,"Bad Boys",Action|Comedy|Crime|Drama|Thriller,1995,3.24509803921569,51,4,7,8,9,10,,,,,
146,"Amazing Panda Adventure, The",Adventure|Children,1995,3.33333333333333,3,1,3,,,,,,,,
147,"Basketball Diaries, The",Drama,1995,3.46666666666667,15,7,,,,,,,,,
148,"Awfully Big Adventure, An",Drama,1995,5,1,7,,,,,,,,,
149,"Amateur",Crime|Drama|Thriller,1994,2,1,7,9,10,,,,,,,
150,"Apollo 13",Adventure|Drama|IMAX,1995,3.84577114427861,201,1,7,17,,,,,,,
151,"Rob Roy",Action|Drama|Romance|War,1995,3.54545454545455,44,6,7,8,14,,,,,,
152,"Addiction, The",Drama|Horror,1995,1.5,2,7,11,,,,,,,,
153,"Batman Forever",Action|Adventure|Comedy|Crime,1995,2.91605839416058,137,1,4,8,9,,,,,,
154,"Beauty of the Day",Drama,1967,3.875,12,7,,,,,,,,,
155,"Beyond Rangoon",Adventure|Drama|War,1995,2.41666666666667,6,1,7,14,,,,,,,
156,"Blue in the Face",Comedy|Drama,1995,3.33333333333333,3,4,7,,,,,,,,
157,"Canadian Bacon",Comedy|War,1995,2.86363636363636,11,4,14,,,,,,,,
158,"Casper",Adventure|Children,1995,2.80645161290323,62,1,3,,,,,,,,
159,"Clockers",Crime|Drama|Mystery,1995,2.89285714285714,14,7,9,12,,,,,,,
160,"Congo",Action|Adventure|Mystery|Sci-Fi,1995,2.87719298245614,57,1,8,12,13,,,,,,
161,"Crimson Tide",Drama|Thriller|War,1995,3.63592233009709,103,7,10,14,,,,,,,
162,"Crumb",Documentary,1994,4.20588235294118,17,16,,,,,,,,,
163,"Desperado",Action|Romance|Western,1995,3.56060606060606,66,6,8,18,,,,,,,
164,"Devil in a Blue Dress",Crime|Film-Noir|Mystery|Thriller,1995,3.32142857142857,14,9,10,12,19,,,,,,
165,"Die Hard: With a Vengeance",Action|Crime|Thriller,1995,3.55555555555556,144,8,9,10,,,,,,,
166,"Doom Generation, The",Comedy|Crime|Drama,1995,2.83333333333333,3,4,7,9,,,,,,,
168,"First Knight",Action|Drama|Romance,1995,3.08333333333333,54,6,7,8,,,,,,,
169,"Free Willy 2: The Adventure Home",Adventure|Children|Drama,1995,2.4,10,1,3,7,,,,,,,
170,"Hackers",Action|Adventure|Crime|Thriller,1995,3.22857142857143,35,1,8,9,10,,,,,,
171,"Jeffrey",Comedy|Drama,1995,3.83333333333333,6,4,7,,,,,,,,
172,"Johnny Mnemonic",Action|Sci-Fi|Thriller,1995,2.67924528301887,53,8,10,13,,,,,,,
173,"Judge Dredd",Action|Crime|Sci-Fi,1995,2.66935483870968,62,8,9,13,,,,,,,
174,"Jury Duty",Comedy,1995,2.7,10,4,,,,,,,,,
175,"Kids",Drama,1995,3.975,20,7,,,,,,,,,
176,"Living in Oblivion",Comedy,1995,4.30769230769231,13,4,,,,,,,,,
177,"Lord of Illusions",Horror,1995,2.75,8,11,,,,,,,,,
178,"Love & Human Remains",Comedy|Drama,1993,1,1,4,7,,,,,,,,
179,"Mad Love",Drama|Romance,1995,1.5,2,6,7,,,,,,,,
180,"Mallrats",Comedy|Romance,1995,3.40277777777778,36,4,6,,,,,,,,
181,"Mighty Morphin Power Rangers: The Movie",Action|Children,1995,2.26470588235294,17,3,8,,,,,,,,
183,"Mute Witness",Comedy|Horror|Thriller,1994,3.5,2,4,10,11,,,,,,,
184,"Nadja",Drama,1994,3.5,2,7,,,,,,,,,
185,"Net, The",Action|Crime|Thriller,1995,3.04017857142857,112,8,9,10,,,,,,,
186,"Nine Months",Comedy|Romance,1995,2.82291666666667,48,4,6,,,,,,,,
187,"Party Girl",Comedy,1995,4.125,4,4,,,,,,,,,
188,"Prophecy, The",Fantasy|Horror|Mystery,1995,3.45833333333333,12,5,11,12,,,,,,,
189,"Reckless",Comedy|Fantasy,1995,3,1,4,5,,,,,,,,
190,"Safe",Thriller,1995,2.8,5,10,,,,,,,,,
191,"Scarlet Letter, The",Drama|Romance,1995,2.41666666666667,6,6,7,,,,,,,,
193,"Showgirls",Drama,1995,2.47142857142857,35,7,,,,,,,,,
194,"Smoke",Comedy|Drama,1995,3.66666666666667,18,4,7,,,,,,,,
195,"Something to Talk About",Comedy|Drama|Romance,1995,3.1,10,4,6,7,,,,,,,
196,"Species",Horror|Sci-Fi,1995,2.66666666666667,45,11,13,,,,,,,,
198,"Strange Days",Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,3.25,28,7,8,9,10,12,13,,,,
199,"Umbrellas of Cherbourg, The",Drama|Musical|Romance,1964,4.125,4,6,7,15,,,,,,,
201,"Three Wishes",Drama|Fantasy,1995,3,1,5,7,,,,,,,,
202,"Total Eclipse",Drama|Romance,1995,3,1,6,7,,,,,,,,
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,3.43181818181818,22,4,,,,,,,,,
204,"Under Siege 2: Dark Territory",Action,1995,2.71666666666667,30,8,,,,,,,,,
205,"Unstrung Heroes",Comedy|Drama,1995,3.16666666666667,9,4,7,,,,,,,,
206,"Unzipped",Documentary,1995,3,2,16,,,,,,,,,
207,"Walk in the Clouds, A",Drama|Romance,1995,3.42857142857143,21,6,7,,,,,,,,
208,"Waterworld",Action|Adventure|Sci-Fi,1995,2.91304347826087,115,1,8,13,,,,,,,
209,"White Man's Burden",Drama,1995,3.16666666666667,3,7,,,,,,,,,
210,"Wild Bill",Western,1995,3,4,18,,,,,,,,,
211,"Browning Version, The",Drama,1994,3.5,2,7,,,,,,,,,
212,"Bushwhacked",Adventure|Comedy|Crime|Mystery,1995,3,3,1,4,9,12,,,,,,
213,"Burnt by the Sun",Drama,1994,3.83333333333333,6,7,,,,,,,,,
214,"Before the Rain",Drama|War,1994,4,2,7,14,,,,,,,,
215,"Before Sunrise",Drama|Romance,1995,4.04166666666667,24,6,7,,,,,,,,
216,"Billy Madison",Comedy,1995,3.3265306122449,49,4,,,,,,,,,
217,"Babysitter, The",Drama|Thriller,1995,2.33333333333333,6,7,10,,,,,,,,
218,"Boys on the Side",Comedy|Drama,1995,3.42857142857143,14,4,7,,,,,,,,
219,"Cure, The",Drama,1995,3,1,7,,,,,,,,,
220,"Castle Freak",Horror,1995,3,1,11,,,,,,,,,
222,"Circle of Friends",Drama|Romance,1995,3.75,16,6,7,,,,,,,,
223,"Clerks",Comedy,1994,3.85576923076923,104,4,,,,,,,,,
224,"Don Juan DeMarco",Comedy|Drama|Romance,1995,3.6125,40,4,6,7,,,,,,,
225,"Disclosure",Drama|Thriller,1994,3.53846153846154,52,7,10,,,,,,,,
227,"Drop Zone",Action|Thriller,1994,2.86363636363636,22,8,10,,,,,,,,
228,"Destiny Turns on the Radio",Comedy,1995,2.33333333333333,3,4,,,,,,,,,
229,"Death and the Maiden",Drama|Thriller,1994,3.42857142857143,7,7,10,,,,,,,,
230,"Dolores Claiborne",Drama|Thriller,1995,3.39583333333333,24,7,10,,,,,,,,
231,"Dumb & Dumber",Adventure|Comedy,1994,3.06015037593985,133,1,4,,,,,,,,
232,"Eat Drink Man Woman",Comedy|Drama|Romance,1994,3.89285714285714,14,4,6,7,,,,,,,
233,"Exotica",Drama,1994,3.5,12,7,,,,,,,,,
234,"Exit to Eden",Comedy,1994,2.58823529411765,17,4,,,,,,,,,
235,"Ed Wood",Comedy|Drama,1994,3.67857142857143,70,4,7,,,,,,,,
236,"French Kiss",Action|Comedy|Romance,1995,3.47777777777778,45,4,6,8,,,,,,,
237,"Forget Paris",Comedy|Romance,1995,3.34090909090909,22,4,6,,,,,,,,
238,"Far From Home: The Adventures of Yellow Dog",Adventure|Children,1995,4,2,1,3,,,,,,,,
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,3,17,2,3,4,6,,,,,,
240,"Hideaway",Thriller,1995,2.375,4,10,,,,,,,,,
241,"Fluke",Children|Drama,1995,4,1,3,7,,,,,,,,
242,"Farinelli: il castrato",Drama|Musical,1994,3.6,5,7,15,,,,,,,,
243,"Gordy",Children|Comedy|Fantasy,1995,3,1,3,4,5,,,,,,,
246,"Hoop Dreams",Documentary,1994,4.29310344827586,29,16,,,,,,,,,
247,"Heavenly Creatures",Crime|Drama,1994,3.92857142857143,21,7,9,,,,,,,,
248,"Houseguest",Comedy,1994,3.17647058823529,17,4,,,,,,,,,
249,"Immortal Beloved",Drama|Romance,1994,3.72222222222222,18,6,7,,,,,,,,
250,"Heavyweights",Children|Comedy,1995,2.5,6,3,4,,,,,,,,
251,"Hunted, The",Action,1995,3,3,8,,,,,,,,,
252,"I.Q.",Comedy|Romance,1994,3.45348837209302,43,4,6,,,,,,,,
253,"Interview with the Vampire: The Vampire Chronicles",Drama|Horror,1994,3.45871559633028,109,7,11,,,,,,,,
254,"Jefferson in Paris",Drama,1995,3,1,7,,,,,,,,,
255,"Jerky Boys, The",Comedy,1995,2.07142857142857,7,4,,,,,,,,,
256,"Junior",Comedy|Sci-Fi,1994,2.82857142857143,35,4,13,,,,,,,,
257,"Just Cause",Mystery|Thriller,1995,3.5,14,10,12,,,,,,,,
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995,2.6,10,1,3,4,5,6,,,,,
259,"Kiss of Death",Crime|Drama|Thriller,1995,3.2,5,7,9,10,,,,,,,
260,"Star Wars: Episode IV - A New Hope",Action|Adventure|Sci-Fi,1977,4.23107569721116,251,1,8,13,,,,,,,
261,"Little Women",Drama,1994,3.88095238095238,42,7,,,,,,,,,
262,"Little Princess, A",Children|Drama,1995,3.9047619047619,21,3,7,,,,,,,,
263,"Ladybird Ladybird",Drama,1994,4,1,7,,,,,,,,,
265,"Like Water for Chocolate",Drama|Fantasy|Romance,1992,3.93939393939394,33,5,6,7,,,,,,,
266,"Legends of the Fall",Drama|Romance|War|Western,1994,3.39705882352941,68,6,7,14,18,,,,,,
267,"Major Payne",Comedy,1995,2.94117647058824,17,4,,,,,,,,,
269,"My Crazy Life",Drama,1993,3,2,7,,,,,,,,,
270,"Love Affair",Drama|Romance,1994,3.4,5,6,7,,,,,,,,
271,"Losing Isaiah",Drama,1995,3.5,4,7,,,,,,,,,
272,"Madness of King George, The",Comedy|Drama,1994,3.75806451612903,31,4,7,,,,,,,,
273,"Mary Shelley's Frankenstein",Drama|Horror|Sci-Fi,1994,2.94642857142857,28,7,11,13,,,,,,,
274,"Man of the House",Comedy,1995,2.92857142857143,7,4,,,,,,,,,
275,"Mixed Nuts",Comedy,1994,2,6,4,,,,,,,,,
276,"Milk Money",Comedy|Romance,1994,3.25,22,4,6,,,,,,,,
277,"Miracle on 34th Street",Drama,1994,3.22368421052632,38,7,,,,,,,,,
278,"Miami Rhapsody",Comedy,1995,1.5,2,4,,,,,,,,,
279,"My Family",Drama,1995,3,2,7,,,,,,,,,
280,"Murder in the First",Drama|Thriller,1995,4.07692307692308,13,7,10,,,,,,,,
281,"Nobody's Fool",Comedy|Drama|Romance,1994,3.78571428571429,14,4,6,7,,,,,,,
282,"Nell",Drama,1994,3.3375,40,7,,,,,,,,,
283,"New Jersey Drive",Crime|Drama,1995,3.66666666666667,3,7,9,,,,,,,,
284,"New York Cop",Action|Crime,1993,4.5,1,8,9,,,,,,,,
285,"Beyond Bedlam",Drama|Horror,1993,4,1,7,11,,,,,,,,
287,"Nina Takes a Lover",Comedy|Romance,1994,3,1,4,6,,,,,,,,
288,"Natural Born Killers",Action|Crime|Thriller,1994,3.23369565217391,92,8,9,10,,,,,,,
289,"Only You",Comedy|Romance,1994,3.5625,8,4,6,,,,,,,,
290,"Once Were Warriors",Crime|Drama,1994,4.03571428571429,14,7,9,,,,,,,,
291,"Poison Ivy II",Drama|Thriller,1996,2.33333333333333,3,7,10,,,,,,,,
292,"Outbreak",Action|Drama|Sci-Fi|Thriller,1995,3.42574257425743,101,7,8,10,13,,,,,,
293,"Léon: The Professional",Action|Crime|Drama|Thriller,1994,4.0187969924812,133,7,8,9,10,,,,,,
294,"Perez Family, The",Comedy|Romance,1995,3,2,4,6,,,,,,,,
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995,3,1,4,6,,,,,,,,
296,"Pulp Fiction",Comedy|Crime|Drama|Thriller,1994,4.1970684039088,307,4,7,9,10,,,,,,
298,"Pushing Hands",Drama,1992,2,1,7,,,,,,,,,
299,"Priest",Drama,1994,4,4,7,,,,,,,,,
300,"Quiz Show",Drama,1994,3.51851851851852,81,7,,,,,,,,,
301,"Picture Bride",Drama|Romance,1994,4,1,6,7,,,,,,,,
302,"Queen Margot",Drama|Romance,1994,3.2,5,6,7,,,,,,,,
303,"Quick and the Dead, The",Action|Thriller|Western,1995,2.953125,32,8,10,18,,,,,,,
304,"Roommates",Comedy|Drama,1995,3.66666666666667,3,4,7,,,,,,,,
305,"Ready to Wear",Comedy,1994,2.83333333333333,9,4,,,,,,,,,
306,"Three Colors: Red",Drama,1994,4.21875,16,7,,,,,,,,,
307,"Three Colors: Blue",Drama,1993,3.89583333333333,24,7,,,,,,,,,
308,"Three Colors: White",Comedy|Drama,1994,4.025,20,4,7,,,,,,,,
310,"Rent-a-Kid",Comedy,1995,3,1,4,,,,,,,,,
311,"Relative Fear",Horror|Thriller,1994,3,1,10,11,,,,,,,,
312,"Stuart Saves His Family",Comedy,1995,1.44444444444444,9,4,,,,,,,,,
313,"Swan Princess, The",Animation|Children,1994,3.33333333333333,3,2,3,,,,,,,,
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,3.75,16,3,5,7,12,,,,,,
315,"Specialist, The",Action|Drama|Thriller,1994,3.07894736842105,38,7,8,10,,,,,,,
316,"Stargate",Action|Adventure|Sci-Fi,1994,3.375,140,1,8,13,,,,,,,
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,3.2037037037037,81,4,5,7,,,,,,,
318,"Shawshank Redemption, The",Crime|Drama,1994,4.42902208201893,317,7,9,,,,,,,,
319,"Shallow Grave",Comedy|Drama|Thriller,1994,3.6,20,4,7,10,,,,,,,
320,"Suture",Film-Noir|Thriller,1993,3,1,10,19,,,,,,,,
321,"Strawberry and Chocolate",Drama,1993,4,2,7,,,,,,,,,
322,"Swimming with Sharks",Comedy|Drama,1995,3.55,10,4,7,,,,,,,,
324,"Sum of Us, The",Comedy|Drama,1994,4,1,4,7,,,,,,,,
325,"National Lampoon's Senior Trip",Comedy,1995,2.5,7,4,,,,,,,,,
326,"To Live",Drama,1994,4,3,7,,,,,,,,,
327,"Tank Girl",Action|Comedy|Sci-Fi,1995,2.82352941176471,34,4,8,13,,,,,,,
328,"Tales from the Crypt Presents: Demon Knight",Horror|Thriller,1995,3.15,10,10,11,,,,,,,,
329,"Star Trek: Generations",Adventure|Drama|Sci-Fi,1994,3.39351851851852,108,1,7,13,,,,,,,
330,"Tales from the Hood",Action|Crime|Horror,1995,3,6,8,9,11,,,,,,,
331,"Tom & Viv",Drama,1994,3,2,7,,,,,,,,,
332,"Village of the Damned",Horror|Sci-Fi,1995,2.83333333333333,12,11,13,,,,,,,,
333,"Tommy Boy",Comedy,1995,3.78,50,4,,,,,,,,,
334,"Vanya on 42nd Street",Drama,1994,4.2,5,7,,,,,,,,,
335,"Underneath",Mystery|Thriller,1995,3.5,2,10,12,,,,,,,,
336,"Walking Dead, The",Drama|War,1995,3,1,7,14,,,,,,,,
337,"What's Eating Gilbert Grape",Drama,1993,3.76623376623377,77,7,,,,,,,,,
338,"Virtuosity",Action|Sci-Fi|Thriller,1995,2.84210526315789,19,8,10,13,,,,,,,
339,"While You Were Sleeping",Comedy|Romance,1995,3.46938775510204,98,4,6,,,,,,,,
340,"War, The",Adventure|Drama|War,1994,3.4,5,1,7,14,,,,,,,
341,"Double Happiness",Drama,1994,4,2,7,,,,,,,,,
342,"Muriel's Wedding",Comedy,1994,3.27272727272727,33,4,,,,,,,,,
343,"Baby-Sitters Club, The",Children,1995,2.9,5,3,,,,,,,,,
344,"Ace Ventura: Pet Detective",Comedy,1994,3.04037267080745,161,4,,,,,,,,,
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,3.59722222222222,36,4,7,,,,,,,,
346,"Backbeat",Drama|Musical,1993,3.5,6,7,15,,,,,,,,
347,"Bitter Moon",Drama|Film-Noir|Romance,1992,3.5,6,6,7,19,,,,,,,
348,"Bullets Over Broadway",Comedy,1994,3.58333333333333,30,4,,,,,,,,,
349,"Clear and Present Danger",Action|Crime|Drama|Thriller,1994,3.60454545454545,110,7,8,9,10,,,,,,
350,"Client, The",Drama|Mystery|Thriller,1994,3.3859649122807,57,7,10,12,,,,,,,
351,"Corrina, Corrina",Comedy|Drama|Romance,1994,3.17647058823529,17,4,6,7,,,,,,,
352,"Crooklyn",Comedy|Drama,1994,2.5,2,4,7,,,,,,,,
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994,3.609375,64,5,8,9,10,,,,,,
354,"Cobb",Drama,1994,3.33333333333333,6,7,,,,,,,,,
355,"Flintstones, The",Children|Comedy|Fantasy,1994,2.35714285714286,42,3,4,5,,,,,,,
