movieId,title,genres,year,avg_rating,n_ratings
85,"Broken Arrow",Action|Adventure|Thriller,1996,3.02380952380952,84
86,"In the Bleak Midwinter",Comedy|Drama,1995,3.5,1
87,"Hate",Crime|Drama,1995,3.9,10
88,"Heidi Fleiss: Hollywood Madam",Documentary,1995,5,2
89,"City Hall",Drama|Thriller,1996,2.78571428571429,14
90,"Bottle Rocket",Adventure|Comedy|Crime|Romance,1996,3.78260869565217,23
91,"Mr. Wrong",Comedy,1996,2.4,5
92,"Unforgettable",Mystery|Sci-Fi|Thriller,1996,3,3
93,"Happy Gilmore",Comedy,1996,3.43939393939394,99
94,"Bridges of Madison County, The",Drama|Romance,1995,3.28260869565217,23
95,"Nobody Loves Me",Comedy|Drama,1994,4,1
96,"Muppet Treasure Island",Adventure|Children|Comedy|Musical,1996,3.32692307692308,26
97,"Catwalk",Documentary,1996,4,1
98,"Braveheart",Action|Drama|War,1995,4.03164556962025,237
99,"Taxi Driver",Crime|Drama|Thriller,1976,4.10576923076923,104
100,"Rumble in the Bronx",Action|Adventure|Comedy|Crime,1995,3.54347826086957,46
101,"Before and After",Drama|Mystery,1996,3.33333333333333,3
102,"Anne Frank Remembered",Documentary,1995,3.9,5
103,"Young Poisoner's Handbook, The",Crime|Drama,1995,3,1
104,"If Lucy Fell",Comedy|Romance,1996,2.5,2
105,"Steal Big, Steal Little",Comedy,1995,3,2
106,"Boys of St. Vincent, The",Drama,1992,4,2
107,"Boomerang",Comedy|Romance,1992,2.65625,16
108,"Chungking Express",Drama|Mystery|Romance,1994,4.375,4
109,"Flirting With Disaster",Comedy,1996,3.58333333333333,12
110,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994,2,7
111,"Jupiter's Wife",Documentary,1994,3,1
112,"Pie in the Sky",Comedy|Romance,1996,2,1
113,"Jade",Thriller,1995,2.83333333333333,6
114,"Down Periscope",Comedy,1996,2.95161290322581,31
115,"Man of the Year",Documentary,1995,3,1
116,"Up Close and Personal",Drama|Romance,1996,3.5,16
117,"Birdcage, The",Comedy,1996,3.49418604651163,86
118,"Brothers McMullen, The",Comedy,1995,3.33333333333333,12
119,"Bad Boys",Action|Comedy|Crime|Drama|Thriller,1995,3.24509803921569,51
120,"Amazing Panda Adventure, The",Adventure|Children,1995,3.33333333333333,3
121,"Basketball Diaries, The",Drama,1995,3.46666666666667,15
122,"Awfully Big Adventure, An",Drama,1995,5,1
123,"Amateur",Crime|Drama|Thriller,1994,2,1
124,"Apollo 13",Adventure|Drama|IMAX,1995,3.84577114427861,201
125,"Rob Roy",Action|Drama|Romance|War,1995,3.54545454545455,44
126,"Addiction, The",Drama|Horror,1995,1.5,2
127,"Batman Forever",Action|Adventure|Comedy|Crime,1995,2.91605839416058,137
128,"Beauty of the Day",Drama,1967,3.875,12
129,"Beyond Rangoon",Adventure|Drama|War,1995,2.41666666666667,6
130,"Blue in the Face",Comedy|Drama,1995,3.33333333333333,3
131,"Canadian Bacon",Comedy|War,1995,2.86363636363636,11
132,"Casper",Adventure|Children,1995,2.80645161290323,62
133,"Clockers",Crime|Drama|Mystery,1995,2.89285714285714,14
134,"Congo",Action|Adventure|Mystery|Sci-Fi,1995,2.87719298245614,57
135,"Crimson Tide",Drama|Thriller|War,1995,3.63592233009709,103
136,"Crumb",Documentary,1994,4.20588235294118,17
137,"Desperado",Action|Romance|Western,1995,3.56060606060606,66
138,"Devil in a Blue Dress",Crime|Film-Noir|Mystery|Thriller,1995,3.32142857142857,14
139,"Die Hard: With a Vengeance",Action|Crime|Thriller,1995,3.55555555555556,144
140,"Doom Generation, The",Comedy|Crime|Drama,1995,2.83333333333333,3
141,"First Knight",Action|Drama|Romance,1995,3.08333333333333,54
142,"Free Willy 2: The Adventure Home",Adventure|Children|Drama,1995,2.4,10
143,"Hackers",Action|Adventure|Crime|Thriller,1995,3.22857142857143,35
144,"Jeffrey",Comedy|Drama,1995,3.83333333333333,6
145,"Johnny Mnemonic",Action|Sci-Fi|Thriller,1995,2.67924528301887,53
146,"Judge Dredd",Action|Crime|Sci-Fi,1995,2.66935483870968,62
147,"Jury Duty",Comedy,1995,2.7,10
148,"Kids",Drama,1995,3.975,20
149,"Living in Oblivion",Comedy,1995,4.30769230769231,13
150,"Lord of Illusions",Horror,1995,2.75,8
151,"Love & Human Remains",Comedy|Drama,1993,1,1
152,"Mad Love",Drama|Romance,1995,1.5,2
153,"Mallrats",Comedy|Romance,1995,3.40277777777778,36
154,"Mighty Morphin Power Rangers: The Movie",Action|Children,1995,2.26470588235294,17
155,"Mute Witness",Comedy|Horror|Thriller,1994,3.5,2
156,"Nadja",Drama,1994,3.5,2
157,"Net, The",Action|Crime|Thriller,1995,3.04017857142857,112
158,"Nine Months",Comedy|Romance,1995,2.82291666666667,48
159,"Party Girl",Comedy,1995,4.125,4
160,"Prophecy, The",Fantasy|Horror|Mystery,1995,3.45833333333333,12
161,"Reckless",Comedy|Fantasy,1995,3,1
162,"Safe",Thriller,1995,2.8,5
163,"Scarlet Letter, The",Drama|Romance,1995,2.41666666666667,6
164,"Showgirls",Drama,1995,2.47142857142857,35
165,"Smoke",Comedy|Drama,1995,3.66666666666667,18
166,"Something to Talk About",Comedy|Drama|Romance,1995,3.1,10
167,"Species",Horror|Sci-Fi,1995,2.66666666666667,45
168,"Strange Days",Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,3.25,28
169,"Umbrellas of Cherbourg, The",Drama|Musical|Romance,1964,4.125,4
170,"Three Wishes",Drama|Fantasy,1995,3,1
171,"Total Eclipse",Drama|Romance,1995,3,1
172,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,3.43181818181818,22
173,"Under Siege 2: Dark Territory",Action,1995,2.71666666666667,30
174,"Unstrung Heroes",Comedy|Drama,1995,3.16666666666667,9
175,"Unzipped",Documentary,1995,3,2
176,"Walk in the Clouds, A",Drama|Romance,1995,3.42857142857143,21
177,"Waterworld",Action|Adventure|Sci-Fi,1995,2.91304347826087,115
178,"White Man's Burden",Drama,1995,3.16666666666667,3
179,"Wild Bill",Western,1995,3,4
180,"Browning Version, The",Drama,1994,3.5,2
181,"Bushwhacked",Adventure|Comedy|Crime|Mystery,1995,3,3
182,"Burnt by the Sun",Drama,1994,3.83333333333333,6
183,"Before the Rain",Drama|War,1994,4,2
184,"Before Sunrise",Drama|Romance,1995,4.04166666666667,24
185,"Billy Madison",Comedy,1995,3.3265306122449,49
186,"Babysitter, The",Drama|Thriller,1995,2.33333333333333,6
187,"Boys on the Side",Comedy|Drama,1995,3.42857142857143,14
188,"Cure, The",Drama,1995,3,1
189,"Castle Freak",Horror,1995,3,1
190,"Circle of Friends",Drama|Romance,1995,3.75,16
191,"Clerks",Comedy,1994,3.85576923076923,104
192,"Don Juan DeMarco",Comedy|Drama|Romance,1995,3.6125,40
193,"Disclosure",Drama|Thriller,1994,3.53846153846154,52
194,"Drop Zone",Action|Thriller,1994,2.86363636363636,22
195,"Destiny Turns on the Radio",Comedy,1995,2.33333333333333,3
196,"Death and the Maiden",Drama|Thriller,1994,3.42857142857143,7
197,"Dolores Claiborne",Drama|Thriller,1995,3.39583333333333,24
198,"Dumb & Dumber",Adventure|Comedy,1994,3.06015037593985,133
199,"Eat Drink Man Woman",Comedy|Drama|Romance,1994,3.89285714285714,14
200,"Exotica",Drama,1994,3.5,12
201,"Exit to Eden",Comedy,1994,2.58823529411765,17
202,"Ed Wood",Comedy|Drama,1994,3.67857142857143,70
203,"French Kiss",Action|Comedy|Romance,1995,3.47777777777778,45
204,"Forget Paris",Comedy|Romance,1995,3.34090909090909,22
205,"Far From Home: The Adventures of Yellow Dog",Adventure|Children,1995,4,2
206,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,3,17
207,"Hideaway",Thriller,1995,2.375,4
208,"Fluke",Children|Drama,1995,4,1
209,"Farinelli: il castrato",Drama|Musical,1994,3.6,5
210,"Gordy",Children|Comedy|Fantasy,1995,3,1
211,"Hoop Dreams",Documentary,1994,4.29310344827586,29
212,"Heavenly Creatures",Crime|Drama,1994,3.92857142857143,21
213,"Houseguest",Comedy,1994,3.17647058823529,17
214,"Immortal Beloved",Drama|Romance,1994,3.72222222222222,18
215,"Heavyweights",Children|Comedy,1995,2.5,6
216,"Hunted, The",Action,1995,3,3
217,"I.Q.",Comedy|Romance,1994,3.45348837209302,43
218,"Interview with the Vampire: The Vampire Chronicles",Drama|Horror,1994,3.45871559633028,109
219,"Jefferson in Paris",Drama,1995,3,1
220,"Jerky Boys, The",Comedy,1995,2.07142857142857,7
221,"Junior",Comedy|Sci-Fi,1994,2.82857142857143,35
222,"Just Cause",Mystery|Thriller,1995,3.5,14
223,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995,2.6,10
224,"Kiss of Death",Crime|Drama|Thriller,1995,3.2,5
225,"Star Wars: Episode IV - A New Hope",Action|Adventure|Sci-Fi,1977,4.23107569721116,251
226,"Little Women",Drama,1994,3.88095238095238,42
227,"Little Princess, A",Children|Drama,1995,3.9047619047619,21
228,"Ladybird Ladybird",Drama,1994,4,1
229,"Like Water for Chocolate",Drama|Fantasy|Romance,1992,3.93939393939394,33
230,"Legends of the Fall",Drama|Romance|War|Western,1994,3.39705882352941,68
231,"Major Payne",Comedy,1995,2.94117647058824,17
232,"My Crazy Life",Drama,1993,3,2
233,"Love Affair",Drama|Romance,1994,3.4,5
234,"Losing Isaiah",Drama,1995,3.5,4
235,"Madness of King George, The",Comedy|Drama,1994,3.75806451612903,31
236,"Mary Shelley's Frankenstein",Drama|Horror|Sci-Fi,1994,2.94642857142857,28
237,"Man of the House",Comedy,1995,2.92857142857143,7
238,"Mixed Nuts",Comedy,1994,2,6
239,"Milk Money",Comedy|Romance,1994,3.25,22
240,"Miracle on 34th Street",Drama,1994,3.22368421052632,38
241,"Miami Rhapsody",Comedy,1995,1.5,2
242,"My Family",Drama,1995,3,2
243,"Murder in the First",Drama|Thriller,1995,4.07692307692308,13
244,"Nobody's Fool",Comedy|Drama|Romance,1994,3.78571428571429,14
245,"Nell",Drama,1994,3.3375,40
246,"New Jersey Drive",Crime|Drama,1995,3.66666666666667,3
247,"New York Cop",Action|Crime,1993,4.5,1
248,"Beyond Bedlam",Drama|Horror,1993,4,1
249,"Nina Takes a Lover",Comedy|Romance,1994,3,1
250,"Natural Born Killers",Action|Crime|Thriller,1994,3.23369565217391,92
251,"Only You",Comedy|Romance,1994,3.5625,8
252,"Once Were Warriors",Crime|Drama,1994,4.03571428571429,14
253,"Poison Ivy II",Drama|Thriller,1996,2.33333333333333,3
254,"Outbreak",Action|Drama|Sci-Fi|Thriller,1995,3.42574257425743,101
255,"Léon: The Professional",Action|Crime|Drama|Thriller,1994,4.0187969924812,133
256,"Perez Family, The",Comedy|Romance,1995,3,2
257,"Pyromaniac's Love Story, A",Comedy|Romance,1995,3,1
258,"Pulp Fiction",Comedy|Crime|Drama|Thriller,1994,4.1970684039088,307
259,"Pushing Hands",Drama,1992,2,1
260,"Priest",Drama,1994,4,4
261,"Quiz Show",Drama,1994,3.51851851851852,81
262,"Picture Bride",Drama|Romance,1994,4,1
263,"Queen Margot",Drama|Romance,1994,3.2,5
264,"Quick and the Dead, The",Action|Thriller|Western,1995,2.953125,32
265,"Roommates",Comedy|Drama,1995,3.66666666666667,3
266,"Ready to Wear",Comedy,1994,2.83333333333333,9
267,"Three Colors: Red",Drama,1994,4.21875,16
268,"Three Colors: Blue",Drama,1993,3.89583333333333,24
269,"Three Colors: White",Comedy|Drama,1994,4.025,20
270,"Rent-a-Kid",Comedy,1995,3,1
271,"Relative Fear",Horror|Thriller,1994,3,1
272,"Stuart Saves His Family",Comedy,1995,1.44444444444444,9
273,"Swan Princess, The",Animation|Children,1994,3.33333333333333,3
274,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,3.75,16
275,"Specialist, The",Action|Drama|Thriller,1994,3.07894736842105,38
276,"Stargate",Action|Adventure|Sci-Fi,1994,3.375,140
277,"Santa Clause, The",Comedy|Drama|Fantasy,1994,3.2037037037037,81
278,"Shawshank Redemption, The",Crime|Drama,1994,4.42902208201893,317
279,"Shallow Grave",Comedy|Drama|Thriller,1994,3.6,20
280,"Suture",Film-Noir|Thriller,1993,3,1
281,"Strawberry and Chocolate",Drama,1993,4,2
282,"Swimming with Sharks",Comedy|Drama,1995,3.55,10
283,"Sum of Us, The",Comedy|Drama,1994,4,1
284,"National Lampoon's Senior Trip",Comedy,1995,2.5,7
285,"To Live",Drama,1994,4,3
286,"Tank Girl",Action|Comedy|Sci-Fi,1995,2.82352941176471,34
287,"Tales from the Crypt Presents: Demon Knight",Horror|Thriller,1995,3.15,10
288,"Star Trek: Generations",Adventure|Drama|Sci-Fi,1994,3.39351851851852,108
289,"Tales from the Hood",Action|Crime|Horror,1995,3,6
290,"Tom & Viv",Drama,1994,3,2
291,"Village of the Damned",Horror|Sci-Fi,1995,2.83333333333333,12
292,"Tommy Boy",Comedy,1995,3.78,50
293,"Vanya on 42nd Street",Drama,1994,4.2,5
294,"Underneath",Mystery|Thriller,1995,3.5,2
295,"Walking Dead, The",Drama|War,1995,3,1
296,"What's Eating Gilbert Grape",Drama,1993,3.76623376623377,77
297,"Virtuosity",Action|Sci-Fi|Thriller,1995,2.84210526315789,19
298,"While You Were Sleeping",Comedy|Romance,1995,3.46938775510204,98
299,"War, The",Adventure|Drama|War,1994,3.4,5
300,"Double Happiness",Drama,1994,4,2
301,"Muriel's Wedding",Comedy,1994,3.27272727272727,33
302,"Baby-Sitters Club, The",Children,1995,2.9,5
303,"Ace Ventura: Pet Detective",Comedy,1994,3.04037267080745,161
304,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,3.59722222222222,36
305,"Backbeat",Drama|Musical,1993,3.5,6
306,"Bitter Moon",Drama|Film-Noir|Romance,1992,3.5,6
307,"Bullets Over Broadway",Comedy,1994,3.58333333333333,30
308,"Clear and Present Danger",Action|Crime|Drama|Thriller,1994,3.60454545454545,110
309,"Client, The",Drama|Mystery|Thriller,1994,3.3859649122807,57
310,"Corrina, Corrina",Comedy|Drama|Romance,1994,3.17647058823529,17
311,"Crooklyn",Comedy|Drama,1994,2.5,2
312,"Crow, The",Action|Crime|Fantasy|Thriller,1994,3.609375,64
313,"Cobb",Drama,1994,3.33333333333333,6
314,"Flintstones, The",Children|Comedy|Fantasy,1994,2.35714285714286,42
315,"Forrest Gump",Comedy|Drama|Romance|War,1994,4.16413373860182,329
316,"Four Weddings and a Funeral",Comedy|Romance,1994,3.51941747572816,103
317,"Higher Learning",Drama,1995,2.66666666666667,9
318,"I Like It Like That",Comedy|Drama|Romance,1994,3,1
319,"I Love Trouble",Action|Comedy,1994,2.6875,8
320,"It Could Happen to You",Comedy|Drama|Romance,1994,3.05882352941176,17
321,"Jungle Book, The",Adventure|Children|Romance,1994,3.52941176470588,34
322,"Wonderful, Horrible Life of Leni Riefenstahl, The",Documentary,1993,4,2
323,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994,3.94186046511628,172
324,"Little Buddha",Drama,1993,3.25,4
325,"Wes Craven's New Nightmare",Drama|Horror|Mystery|Thriller,1994,2.91666666666667,12
326,"Mask, The",Action|Comedy|Crime|Fantasy,1994,3.18471337579618,157
327,"Maverick",Adventure|Comedy|Western,1994,3.5,74
328,"Mrs. Parker and the Vicious Circle",Drama,1994,4,2
329,"Naked Gun 33 1/3: The Final Insult",Action|Comedy,1994,3.06034482758621,58
330,"Paper, The",Comedy|Drama,1994,3.30952380952381,21
331,"Reality Bites",Comedy|Drama|Romance,1994,2.76190476190476,21
332,"Red Rock West",Thriller,1992,3.63636363636364,11
333,"Richie Rich",Children|Comedy,1994,2.2,25
334,"River Wild, The",Action|Thriller,1994,3.25,40
335,"Speed",Action|Romance|Thriller,1994,3.52923976608187,171
336,"Speechless",Comedy|Romance,1994,2.78571428571429,7
337,"Timecop",Action|Sci-Fi|Thriller,1994,2.5,21
338,"True Lies",Action|Adventure|Comedy|Romance|Thriller,1994,3.49719101123596,178
339,"When a Man Loves a Woman",Drama|Romance,1994,3.81818181818182,11
340,"Wolf",Drama|Horror|Romance|Thriller,1994,3.15625,16
341,"Wyatt Earp",Western,1994,3.0952380952381,21
342,"Bad Company",Action|Crime|Drama,1995,3.25,2
343,"Man of No Importance, A",Drama,1994,4,1
344,"S.F.W.",Drama,1994,3,1
345,"Low Down Dirty Shame, A",Action|Comedy,1994,2.375,4
346,"Boys Life",Drama,1995,3,2
347,"Colonel Chabert, Le",Drama|Romance|War,1994,4.5,2
348,"Faster Pussycat! Kill! Kill!",Action|Crime|Drama,1965,3.7,5
349,"Jason's Lyric",Crime|Drama,1994,4.5,1
350,"Street Fighter",Action|Adventure|Fantasy,1994,2.5,10
351,"Highlander III: The Sorcerer",Action|Fantasy,1994,2.41666666666667,12
352,"Federal Hill",Drama,1994,3,1
353,"In the Mouth of Madness",Horror|Thriller,1995,3.4375,8
354,"8 Seconds",Drama,1994,3,2
355,"Above the Rim",Crime|Drama,1994,2,1
356,"Addams Family Values",Children|Comedy|Fantasy,1993,3.10119047619048,84
357,"Age of Innocence, The",Drama,1993,3.5,15
358,"Airheads",Comedy,1994,2.78846153846154,26
359,"Air Up There, The",Comedy,1994,2.33333333333333,6
360,"Another Stakeout",Comedy|Thriller,1993,2.53125,16
361,"Bad Girls",Western,1994,2.5,8
362,"Barcelona",Comedy|Romance,1994,3.69230769230769,13
363,"Being Human",Drama,1993,3,2
364,"Beverly Hillbillies, The",Comedy,1993,2.675,20
365,"Beverly Hills Cop III",Action|Comedy|Crime|Thriller,1994,2.72033898305085,59
366,"Black Beauty",Adventure|Children|Drama,1994,3.20833333333333,12
367,"Blink",Thriller,1994,3.2,5
368,"Blown Away",Action|Thriller,1994,2.85,10
369,"Blue Chips",Drama,1994,1.83333333333333,3
370,"Blue Sky",Drama|Romance,1994,3.75,2
371,"Body Snatchers",Horror|Sci-Fi|Thriller,1993,3.14285714285714,7
372,"Boxing Helena",Drama|Mystery|Romance|Thriller,1993,2.54166666666667,12
373,"Bronx Tale, A",Drama,1993,3.72222222222222,18
374,"Cabin Boy",Comedy,1994,2,6
375,"Calendar Girl",Comedy|Drama,1993,3.75,2
376,"Carlito's Way",Crime|Drama,1993,3.73809523809524,42
377,"City Slickers II: The Legend of Curly's Gold",Adventure|Comedy|Western,1994,2.64545454545455,55
378,"Clean Slate",Comedy,1994,2.75,8
379,"Cliffhanger",Action|Adventure|Thriller,1993,3.03465346534653,101
380,"Coneheads",Comedy|Sci-Fi,1993,2.42063492063492,63
381,"Color of Night",Drama|Thriller,1994,2.57142857142857,7
382,"Cops and Robbersons",Comedy,1994,2.16666666666667,9
383,"Cowboy Way, The",Action|Comedy|Drama,1994,2.71428571428571,7
384,"Dave",Comedy|Romance,1993,3.54605263157895,76
385,"Dazed and Confused",Comedy,1993,3.92857142857143,42
386,"Demolition Man",Action|Adventure|Sci-Fi,1993,3.09259259259259,81
387,"Even Cowgirls Get the Blues",Comedy|Romance,1993,2.33333333333333,6
388,"Fatal Instinct",Comedy,1993,3,12
389,"Farewell My Concubine",Drama|Romance,1993,3.83333333333333,9
390,"Fearless",Drama,1993,3.625,8
391,"Fear of a Black Hat",Comedy,1994,1,1
392,"With Honors",Comedy|Drama,1994,3,7
393,"Flesh and Bone",Drama|Mystery|Romance,1993,4,1
394,"Widows' Peak",Drama,1994,3,3
395,"For Love or Money",Comedy|Romance,1993,2.8,5
396,"Firm, The",Drama|Thriller,1993,3.53465346534653,101
397,"Free Willy",Adventure|Children|Drama,1993,2.39189189189189,37
398,"Fresh",Crime|Drama|Thriller,1994,3.75,4
399,"Fugitive, The",Thriller,1993,3.99210526315789,190
400,"Geronimo: An American Legend",Drama|Western,1993,2.8,5
401,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994,2.25,6
402,"Getting Even with Dad",Comedy,1994,2.66666666666667,3
403,"Go Fish",Drama|Romance,1994,2.75,4
404,"Hard Target",Action|Adventure|Crime|Thriller,1993,2.9,10
405,"Hot Shots! Part Deux",Action|Comedy|War,1993,2.86666666666667,60
406,"Live Nude Girls",Comedy,1995,5,1
407,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995,3.20454545454545,22
408,"House of the Spirits, The",Drama|Romance,1993,3.4,5
409,"House Party 3",Comedy,1994,1,1
410,"Hudsucker Proxy, The",Comedy,1994,3.55,40
411,"I'll Do Anything",Comedy|Drama,1994,2.58333333333333,6
412,"In the Army Now",Comedy|War,1994,1.85714285714286,7
413,"In the Line of Fire",Action|Thriller,1993,3.69285714285714,70
414,"In the Name of the Father",Drama,1993,4.3,25
415,"Inkwell, The",Comedy|Drama,1994,1,1
416,"What's Love Got to Do with It?",Drama|Musical,1993,3.38235294117647,17
417,"Jimmy Hollywood",Comedy|Crime|Drama,1994,2.5,1
418,"Judgment Night",Action|Crime|Thriller,1993,2.25,4
419,"Jurassic Park",Action|Adventure|Sci-Fi|Thriller,1993,3.75,238
420,"Kalifornia",Drama|Thriller,1993,3.15789473684211,19
421,"Killing Zoe",Crime|Drama|Thriller,1994,3.625,8
422,"Lassie",Adventure|Children,1994,3,2
423,"Last Action Hero",Action|Adventure|Comedy|Fantasy,1993,2.93396226415094,53
424,"Life with Mikey",Comedy,1993,3,3
425,"Lightning Jack",Comedy|Western,1994,2.5,4
426,"M. Butterfly",Drama|Romance,1993,3,1
427,"Made in America",Comedy,1993,2.86363636363636,11
428,"Malice",Thriller,1993,3,12
429,"Man Without a Face, The",Drama,1993,3.29411764705882,17
430,"Manhattan Murder Mystery",Comedy|Mystery,1993,3.75,14
431,"Menace II Society",Action|Crime|Drama,1993,3.66666666666667,12
432,"Executive Decision",Action|Adventure|Thriller,1996,3.3780487804878,41
433,"In the Realm of the Senses",Drama,1976,5,1
434,"What Happened Was...",Comedy|Drama|Romance|Thriller,1994,5,1
435,"Much Ado About Nothing",Comedy|Romance,1993,3.81395348837209,43
436,"Mr. Wonderful",Comedy|Romance,1993,2.5,2
437,"Mrs. Doubtfire",Comedy|Drama,1993,3.38888888888889,144
438,"Naked",Drama,1993,3.66666666666667,6
439,"Next Karate Kid, The",Action|Children|Romance,1994,2.36666666666667,15
440,"No Escape",Action|Drama|Sci-Fi,1994,3,2
441,"North",Comedy,1994,2.21428571428571,7
